Designação,Nome,Endereço,Bairro,CRE,Atividade,Telefones,Link cartela,GlobalID,Data_Inauguracao,Designacao_num,Nome_abrev,Cod_microarea_SME
227004,Escola Municipal Rinaldo De Lamare,"Avenida Niemeyer, 776",Rocinha,2,Escola Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=19405&cmd=load,{52C57AB8-972A-4DAF-B3A9-8B8B689C98F0},,227.004,EM Rinaldo De Lamare,2.10
206024,Escola Municipal Sergio Vieira de Mello,"Rua Adalberto Ferreira, 19",Leblon,2,Escola Municipal,22599444,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=19115&cmd=load,{0BC0B627-149C-4EF2-ACE3-7C0B3780AC91},,206.024,EM Sergio Vieira de Mello,2.5
204021,Escola Municipal Senador Corrêa,Rua Esteves Junior Nº 42,Laranjeiras,2,Escola Municipal,2558-3159,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=19404&cmd=load,{3ADF744E-9D00-4905-BFB9-9BDF29CAC69D},,204.021,EM Sen. Corrêa,2.1
102004,Escola Municipal Rivadavia Corrêa,"Av. Pres. Vargas, 1.314",Centro,1,Escola Municipal,2253-8064,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11236&cmd=load,{1410326F-9585-42C0-BCD6-DA28D3601A10},,102.004,EM Rivadavia Corrêa,1.6
107501,Escola Municipal Edmundo Bittencourt,"Rua Lopes Trovão, 287",Benfica,1,Escola Municipal,3860-5150,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11555&cmd=load,{EF28E061-20D6-4CBC-AC2C-E920E4E305EE},,107.501,EM Edmundo Bittencourt,1.2
101009,Escola Municipal Professor Walter Carlos de Magalhães Fraenkel,"Rua Carlos Seidl, 1.141",Caju,1,Escola Municipal,3860-1079,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11230&cmd=load,{8FDEA104-7B9B-4147-9E17-835A4166D22F},,101.009,EM Prof° Walter Carlos de Magalhães Fraenkel,1.1
102505,CIEP José Pedro Varela,"Rua do Lavradio, 133",Centro,1,CIEP,2240-3214,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10787&cmd=load,{1CA9CB48-3B6C-4936-827D-49DD4515DB63},,102.505,CIEP José Pedro Varela,1.7
208002,Escola Municipal Reverendo Martin Luther King,"Rua Joaquim Palhares, 648",Praça da Bandeira,2,Escola Municipal,2273-2544,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10846&cmd=load,{5DC4E294-2384-4D5C-ABDE-4D32DF1D83EF},,208.002,EM Rever. Martin Luther King,2.15
208502,CIEP Doutor Antoine Magarinos Torres Filho,"Rua São Miguel, S/Nº",Tijuca,2,CIEP,2571-2676,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11556&cmd=load,{CD577335-D300-487B-956C-15F52CD1C54D},,208.502,CIEP Dr. Antoine Magarinos Torres Filho,2.11
209013,Escola Municipal Francisco Manuel,"Rua Senador Soares, 61",Vila Isabel,2,Escola Municipal,2570-5449,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10879&cmd=load,{A07AEC42-BF0C-4154-8628-89940359C7A1},,209.013,EM Francisco Manuel,2.15
209021,Escola Municipal Presidente João Goulart,"Rua Barão de Mesquita, 850",Andarai,2,Escola Municipal,2578-7240,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10887&cmd=load,{16EFC3FB-E448-4783-93C1-357B0F8D39F3},,209.021,EM Pres. João Goulart,2.16
209025,Escola Municipal Francisco Campos,"Rua Nossa Senhora de Lourdes, 175",Grajau,2,Escola Municipal,2577-3124,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10891&cmd=load,{E8DBF178-605C-4864-B88D-01762E569F01},,209.025,EM Francisco Campos,2.16
209026,Escola Municipal Professor Lourenço Filho,"Pça. Edmundo Rego, 11",Grajau,2,Escola Municipal,2576-7244,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10892&cmd=load,{C38BDC45-2D1D-4E98-8E6A-62AA65FEF0C5},,209.026,EM Prof° Lourenço Filho,2.14
312012,Escola Municipal Manoel Bomfim,"Rua Braque, 31",Del Castilho,3,Escola Municipal,2281-4448,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11493&cmd=load,{B47DFC4B-B952-408C-AC73-45815CEA797C},,312.012,EM Manoel Bomfim,3.13
312014,Escola Municipal Nereu Sampaio,"Rua Nunes Viana, S/Nº",Inhauma,3,Escola Municipal,2595-1411,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11495&cmd=load,{6D66B79D-AA7A-4BE6-A318-2A7A3CA6C1AB},,312.014,EM Nereu Sampaio,3.18
312019,Escola Municipal Olavo Josino de Salles,"Rua Guarapuava, S/Nº",Inhauma,3,Escola Municipal,2592-1895,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11500&cmd=load,{A5E9D524-AE4E-4BA8-8C4D-84ECF51E6630},,312.019,EM Olavo Josino de Salles,3.18
312502,CIEP Procópio Ferreira,"Praça da Confederação Suíça, S/Nº",Del Castilho,3,CIEP,2581-6024,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11859&cmd=load,{6C8B0386-B7EA-4AD2-9DA3-3D821744101D},,312.502,CIEP Procópio Ferreira,3.14
312503,CIEP Coronel Sarmento,"Av. Itaóca, S/Nº",Inhauma,3,CIEP,2595-6503,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11858&cmd=load,{ABA34DFE-7B5C-41B3-A199-75C511A109C4},,312.503,CIEP Coronel Sarmento,3.19
313020,Escola Municipal Bento Ribeiro,"Rua Cônego Tobias, 112",Meier,3,Escola Municipal,2269-6796,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11838&cmd=load,{7AADCDFC-B07C-446C-A789-1E82180C9DBD},,313.020,EM Bento Ribeiro,3.4
313027,Escola Municipal Jean Mermoz,"Rua São Gabriel, 261",Cachambi,3,Escola Municipal,2501-0904,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11831&cmd=load,{823488AF-A168-42CA-87C3-182E09E7FDDB},,313.027,EM Jean Mermoz,3.13
313044,Escola Municipal João Kopke,"Rua Souza Cerqueira, 63",Piedade,3,Escola Municipal,2595-5591,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11814&cmd=load,{E612325B-D79F-44F7-B3B8-FE5EE9EB5F52},,313.044,EM João Kopke,3.8
328501,CIEP Vinicius de Moraes,"Av. Dom Hélder Câmara, 1.715",Jacarezinho,3,CIEP,2218-5509,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11789&cmd=load,{A472181B-517E-45B8-AF9F-DD71BDD82C82},,328.501,CIEP Vinicius de Moraes,3.12
410502,CIEP Maestro Francisco Mignone,"Rua Itapé, S/Nº",Olaria,4,CIEP,2270-2663,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11289&cmd=load,{E9E3E7EE-0EE4-4AD9-B009-ED81DB8B71ED},,410.502,CIEP Maestro Francisco Mignone,4.15
411009,Escola Municipal Cientista Mário Kroeff,"Rua do Couto, 91",Penha,4,Escola Municipal,2590-3841,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11365&cmd=load,{9019E4B5-0A1F-4A93-B1E4-07A109F19F94},,411.009,EM Cientista Mário Kroeff,4.13
411020,Escola Municipal Grécia,"Av. Brás de Pina, 1.614",Bráz de Pina,4,Escola Municipal,3391-5972,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11355&cmd=load,{961C0E67-839B-4FF1-BCD3-7F4D1205C0A6},,411.020,EM Grécia,5.3
411021,Escola Municipal Miguel Ângelo,"Rua Carlos Chamberland, 187",Penha Circular,4,Escola Municipal,3391-1350,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11354&cmd=load,{132716E0-2D5F-4B8F-9B02-27F2B988F80E},,411.021,EM Miguel Ângelo,5.2
411028,Escola Municipal São Paulo,"Rua Tailândia, 160",Bráz de Pina,4,Escola Municipal,2485-3288,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11347&cmd=load,{91D276A0-FA90-45C4-9AE0-176418FA123A},,411.028,EM São Paulo,4.14
431017,Escola Municipal Cardeal Câmara,"Rua Anamá, 98",Vigário Geral,4,Escola Municipal,3451-9601,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11332&cmd=load,{C33575B2-1999-4636-AEEA-4C64470F7171},,431.017,EM Card. Câmara,4.23
431026,Escola Municipal Herbert Moses,"Rua Cristiano Machado, S/Nº",Jardim America,4,Escola Municipal,3346-3641,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11568&cmd=load,{A7F8FCA5-0EA1-4738-9225-0762A6A44AAD},,431.026,EM Herbert Moses,4.26
514005,Escola Municipal Bolívia,"Pça. Cotegi, 211",Vicente de Carvalho,5,Escola Municipal,3351-8533,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10916&cmd=load,{9E5E388E-F1F1-4EF9-9D3C-AD98560FC14B},,514.005,EM Bolívia,5.5
514020,Escola Municipal José do Patrocínio,"Rua Gustavo de Andrade, 270",Irajá,5,Escola Municipal,3371-9533,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10931&cmd=load,{3C965CE7-E96D-417C-8C7B-FBA05DD1836E},,514.020,EM José do Patrocínio,5.3
514029,Escola Municipal Malba Tahan,"Av. Brasil, 17.221",Irajá,5,Escola Municipal,3371-1769,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10940&cmd=load,{2AED7EBB-2101-4555-A729-DE8EB5DA6092},,514.029,EM Malba Tahan,5.4
515002,Escola Municipal Itália,"Av. dos Italianos, 992",Rocha Miranda,5,Escola Municipal,2473-2422,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10947&cmd=load,{A3A2EFEF-BD86-4784-844E-DD91EE55C6E4},,515.002,EM Itália,5.9
515005,Escola Municipal Oswaldo Aranha,"Pça. Carlos Toledo, 29",Rocha Miranda,5,Escola Municipal,2471-7435,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10950&cmd=load,{981A25E8-486D-4708-9921-33CD543763F7},,515.005,EM Oswaldo Aranha,5.10
515026,Escola Municipal Paraguai,"Pça. Lautaro, 10",Marechal Hermes,5,Escola Municipal,3390-0157,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10971&cmd=load,{C343754B-F3CC-4476-A2C0-9C3917104F72},,515.026,EM Paraguai,5.14
515038,Escola Municipal França,"Rua Padre Manoel de Nóbrega, 725",Quintino Bocaiuva,5,Escola Municipal,2596-8696,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10983&cmd=load,{69D33E1E-7043-488E-8243-6ACC146379A8},,515.038,EM França,5.12
515039,Escola Municipal Quintino Bocaiuva,"Rua Vital, 152",Quintino Bocaiuva,5,Escola Municipal,2229-0351,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10984&cmd=load,{79672BE4-46D8-4658-AAA5-2EF8BEEB3BB1},,515.039,EM Quintino Bocaiuva,5.15
515502,CIEP Professor Manoel Maurício Albuquerque,"Rua Ferraz, 2",Cascadura,5,CIEP,2229-0305,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11602&cmd=load,{28565713-0E82-40F6-9261-38AF4DB2F3B2},,515.502,CIEP Prof° Manoel Maurício Albuquerque,5.16
515503,CIEP Metalúrgico Benedito Cerqueira,"Rua Sidônio Paes, 227",Engenheiro Leal,5,CIEP,3016-9276,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11599&cmd=load,{6613F76D-28BD-47C1-B347-744BBA448290},,515.503,CIEP Metalúrgico Benedito Cerqueira,5.12
622004,Escola Municipal Paraíba,"Estr. Marechal Alencastro, 4.035",Parque Anchieta,6,Escola Municipal,2455-2168,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11377&cmd=load,{6EA6C612-BA5B-4185-BFD6-B0127D91757A},,622.004,EM Paraíba,6.18
622006,Escola Municipal Antenor Nascentes,"Rua Romeu Casa Grande, 37",Parque Anchieta,6,Escola Municipal,3339-1550,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11379&cmd=load,{9F3C558B-7D28-4493-A1C3-4C57C8EF4FD8},,622.006,EM Antenor Nascentes,6.18
625006,Escola Municipal Erico Veríssimo,"Rua Brigadeiro Ovídio Beraldo, 275",Coelho Neto,6,Escola Municipal,2471-9448,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11410&cmd=load,{DF8D7984-86BF-4760-BDB3-E3A14F060B00},,625.006,EM Erico Veríssimo,6.7
625028,Escola Municipal Deputado Hilton Gama,"Pça. Ênio, S/Nº",Pavuna,6,Escola Municipal,2474-1480,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11431&cmd=load,{CE3BAE2E-4AEE-4BA5-983A-92171F9AD656},,625.028,EM Dep. Hilton Gama,6.1
625204,CIEP Rubens Gomes,"Rua Funcionário Mestre Macedo, S/Nº",Costa Barros,6,CIEP,3106-0362,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11621&cmd=load,{D3AD4E75-6D3C-4FB2-A4EA-F10A30404C3E},,625.204,CIEP Rubens Gomes,6.10
716001,Escola Municipal Francis Hime,"Estr. Pau da Fome, 196",Jacarepagua,7,Escola Municipal,2446-4548,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11438&cmd=load,{6BB9DDA9-8240-4683-A924-896576F31A19},,716.001,EM Francis Hime,7.8
716014,Escola Municipal Professora Helena Lopes Abranches,"Rua Acapori, 495",Gardênia Azul,7,Escola Municipal,2427-6217,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11451&cmd=load,{482CA7C2-9419-44EA-A05C-753A65326038},,716.014,EM Profª Helena Lopes Abranches,7.17
716025,Escola Municipal Edgard Werneck,"Rua Mamoré, 76 - Fundos",Freguesia (Jacarepaguá),7,Escola Municipal,3392-0938,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11452&cmd=load,{D16B3431-B971-4B2D-AB5B-0FC7B5A7886B},,716.025,EM Edgard Werneck,7.7
716035,Escola Municipal Silveira Sampaio,"Rua José Perrota, 31",Curicica,7,Escola Municipal,2441-2550,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11630&cmd=load,{BB74DDB1-BD2C-435C-8642-06E4D99D883D},,716.035,EM Silveira Sampaio,7.9
716054,Escola Municipal Pio X,"Rua Serra Negra, 103",Tanque,7,Escola Municipal,3392-0902,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11653&cmd=load,{65D39E7B-1B55-406B-A9D2-0EF278E0A5CE},,716.054,EM Pio X,7.6
716063,Escola Municipal Sobral Pinto,"Rua Barão, 1.180",Praça Seca,7,Escola Municipal,3390-8805,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11662&cmd=load,{22B7C0FC-EF89-4AAB-8E8C-11749EDFF05E},,716.063,EM Sobral Pinto,7.2
724006,Escola Municipal Professor Albert Einstein,"Rua Guimarães Rosa, 166 - Novo Leblon",Barra da Tijuca,7,Escola Municipal,2438-0529,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11709&cmd=load,{EB6F00C5-50EA-4691-9935-F02C27F4257E},,724.006,EM Prof° Albert Einstein,7.30
724019,Escola Municipal Professor Teófilo Moreira da Costa,"Rua Esperança, 387",Vargem Grande,7,Escola Municipal,2428-1952,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11697&cmd=load,{8BA4D653-A5C2-4B60-BAD7-2E049BB9B8E1},,724.019,EM Prof° Teófilo Moreira da Costa,7.25
1019205,CIEP Roberto Morena,"Av. Cesário de Melo, 11.485",Paciência,10,CIEP,2409-7047,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11910&cmd=load,{D1B85274-801D-4376-9E80-A7ED7E00AFE8},,1.019.205,CIEP Roberto Morena,10.17
431501,CIEP Mestre Cartola (Agenor de Oliveira),"Rua da Democracia, S/Nº",Parada de Lucas,4,CIEP,3455-4636,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11919&cmd=load,{F923AC42-809A-4B90-8A1C-1E102024E591},,431.501,CIEP Mestre Cartola (Agenor de Oliveira),4.23
411502,CIEP Deputado José Carlos Brandão Monteiro,"Rua São Vicente de Paula, 625",Olaria,4,CIEP,2560-9098,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11570&cmd=load,{59920059-E72C-411A-B057-FEDEAB65E8C0},,411.502,CIEP Dep. José Carlos Brandão Monteiro,4.17
430503,CIEP Leonel de Moura Brizola,"Av. Brasil, 8666",Maré,4,CIEP,2260-2070,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11573&cmd=load,{C89FB922-B019-4EDC-97F0-6E88DD8936C0},,430.503,CIEP Leonel de Moura Brizola,4.11
515015,Escola Municipal Padre Dehon,"Rua Maria José, S/Nº",Oswaldo Cruz,5,Escola Municipal,3833-5939,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10960&cmd=load,{56C97EC0-AB4F-4121-8F6C-7D2F06699E93},,515.015,EM Pe. Dehon,5.17
622002,Escola Municipal Antônio Maceo,"Rua Banistéria, S/Nº",Parque Anchieta,6,Escola Municipal,2455-2819,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11375&cmd=load,{29E54D03-31B4-4CA7-B006-869F0927A115},,622.002,EM Antônio Maceo,6.17
622201,CIEP Poeta Fernando Pessoa,"Rua Silvestre Felipe, S/Nº",Parque Anchieta,6,CIEP,2455-6485,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11401&cmd=load,{8F97D005-1980-40F2-B167-E27309A80448},,622.201,CIEP Poeta Fernando Pessoa,6.18
622203,CIEP Oswald de Andrade,"Praça Zelma Pereira, S/Nº",Parque Anchieta,6,CIEP,2455-6487,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11403&cmd=load,{58C3D32F-EA37-4112-8337-95AAF0D0F9C0},,622.203,CIEP Oswald de Andrade,6.17
625205,CIEP Antonio Candeia Filho,"Av. Brasil, S/Nº",Coelho Neto,6,CIEP,3361-2219,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11622&cmd=load,{00DA4AF8-BD35-4C9E-9D74-98F315CAFD3E},,625.205,CIEP Antonio Candeia Filho,5.4
625206,CIEP Anton Makarenko,"Estr. de Botafogo, S/Nº",Costa Barros,6,CIEP,2474-2790,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11623&cmd=load,{08E1637F-FF75-4CCF-BCF8-AA8C7EE1B361},,625.206,CIEP Anton Makarenko,6.5
313033,Escola Municipal Maria Izabel Bivar,"Rua José dos Reis, 1.305",Engenho de Dentro,3,Escola Municipal,2595-8899,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11825&cmd=load,{A13A8C29-856C-4164-A1F8-1AF7C25781CD},,313.033,EM Mª Izabel Bivar,3.8
313003,Escola Municipal Pareto,"Rua Vinte e Quatro de Maio, 225",Rocha,3,Escola Municipal,2281-0138,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11855&cmd=load,{1D1128F8-5E94-4BBE-9ADA-A005AAFCEC2F},,313.003,EM Pareto,3.2
431002,Escola Municipal David Perez,"Rua Pacheco Júnior, S/Nº",Bráz de Pina,4,Escola Municipal,3391-2720,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11350&cmd=load,{B944A292-4C2A-4DB2-AC42-1B64F9022EDA},,431.002,EM David Perez,4.20
734501,CIEP Luiz Carlos Prestes,"Rua Ana Cristina Cesar, S/Nº",Freguesia (Jacarepaguá),7,CIEP,3342-6005,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11935&cmd=load,{EB5948DA-1588-4208-B9B3-3D3E380B187E},,734.501,CIEP Luiz Carlos Prestes,7.16
716203,CIEP Professor Lauro de Oliveira Lima,"Estrada de Jacarepaguá, 5.011",Jacarepagua,7,CIEP,2447-6115,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11681&cmd=load,{DEB96D0B-C06D-4799-A004-581E27355193},,716.203,CIEP Prof. Lauro de Oliveira Lima,7.19
716204,CIEP Governador Roberto da Silveira,"Estrada de Jacarepaguá, 3.145",Itanhangá,7,CIEP,2494-3733,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11675&cmd=load,{80DD616C-864C-4963-ABA2-55C4B8500A27},,716.204,CIEP Govern. Roberto da Silveira,7.23
716205,CIEP Rubens Paiva,Rua Prof. João Bruno Lobo S/Nº,Curicica,7,CIEP,2441-2359,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11668&cmd=load,{A00E927F-F006-4E9D-983E-FBC5E105003F},,716.205,CIEP Rubens Paiva,7.11
716501,CIEP Carlos Drumond de Andrade,"Rua Cândido Benício, S/Nº",Praça Seca,7,CIEP,3350-0666,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11669&cmd=load,{0A77A16B-DC55-4DFD-B61E-FFBCC398D3EC},,716.501,CIEP Carlos Drumond de Andrade,7.3
716207,CIEP Pablo Neruda,"Estr. do Mapua, S/Nº Rua Três",Taquara,7,CIEP,2446-7090,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11682&cmd=load,{BB61FF94-BF35-46B1-A123-528D4946ED10},,716.207,CIEP Pablo Neruda,7.10
716502,CIEP Almir Bonfim de Andrade,"Rua Porto Santana, S/Nº",Vila Valqueire,7,CIEP,2453-2283,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11674&cmd=load,{6D45E27C-A37C-4781-A33D-0806D63B9CA7},,716.502,CIEP Almir Bonfim de Andrade,7.1
716210,CIEP Doutor Joaquim Pimenta,"Rua Vila Aurora, S/Nº",Curicica,7,CIEP,3432-7046,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11684&cmd=load,{A933E522-4537-47E1-B89A-0ADFF4EA2555},,716.210,CIEP Dr. Joaquim Pimenta,7.11
716211,CIEP Compositor Donga,"Estr. do Boiuna, S/Nº",Taquara,7,CIEP,2440-1960,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11677&cmd=load,{3D89B8E7-BD71-450E-BC20-1AFB3F25FB67},,716.211,CIEP Compositor Donga,7.4
724502,CIEP Margaret Mee,"Rua Aliomar Baleeiro, S/Nº",Recreio dos Bandeirantes,7,CIEP,2490-7120,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11685&cmd=load,{021BC3B3-AFBB-4AE3-8A4A-47F0D32B0242},,724.502,CIEP Margaret Mee,7.28
312501,CIEP Patrice Lumumba,"Praça da Confederação Suíça, S/Nº",Del Castilho,3,CIEP,2581-5187,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11864&cmd=load,{F042186E-3EC8-4340-B40C-49A038CF3B19},,312.501,CIEP Patrice Lumumba,3.14
1019207,CIEP Deputado Ulysses Guimarães,"Av. José Fernandes, S/Nº Alagados",Sepetiba,10,CIEP,3317-3173,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11912&cmd=load,{145249C1-86A9-488D-8729-13F88CE76355},,1.019.207,CIEP Dep. Ulysses Guimarães,10.23
1019201,CIEP Ministro Marcos Freire,"Av. José Fernandes, S/Nº Alagados",Sepetiba,10,CIEP,3317-6025,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11772&cmd=load,{1E740462-8413-4AF0-B379-66505B883C2D},,1.019.201,CIEP Min. Marcos Freire,10.23
1019202,CIEP Ismael Nery,"Av. Cesário de Melo, S/Nº",Santa Cruz,10,CIEP,3395-0833,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11909&cmd=load,{405EBE31-E723-4935-A951-B9A340C4C46D},,1.019.202,CIEP Ismael Nery,10.15
1019501,CIEP 1°. de Maio,"Av. Antares, S/Nº",Santa Cruz,10,CIEP,3395-3054,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11913&cmd=load,{AC935F9B-39EB-4CA3-ABA1-FA808C29C799},,1.019.501,CIEP 1°. de Maio,10.12
1019502,CIEP Maestro Heitor Villa Lobos,"Av. do Canal, Pista 2 Conj. Antares S/Nº",Santa Cruz,10,CIEP,3395-5434,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11916&cmd=load,{79D510BE-C28D-4173-B325-BEE96E425692},,1.019.502,CIEP Maestro Heitor Villa Lobos,10.14
1019206,CIEP Barão de Itararé,"Rua Vitor Dumas, S/Nº",Santa Cruz,10,CIEP,3395-5881,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11911&cmd=load,{D7576080-F1B3-4FC6-B3C7-F1AF6AF9619A},,1.019.206,CIEP Barão de Itararé,10.11
1019503,CIEP Doutor Nelson Hungria,"Rua Antonio J. Machado, S/Nº - Gouveias",Paciência,10,CIEP,3314-5111,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11773&cmd=load,{F458179F-ECFA-4F97-AD6A-FF537DA10AEC},,1.019.503,CIEP Dr. Nelson Hungria,10.19
1019210,CIEP Alberto Pasqualine,"Rua Cilon Cunha Brum, S/Nº - Conj. Urucânia",Santa Cruz,10,CIEP,3157-1591,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11779&cmd=load,{1CAF00A2-45E0-442C-B462-A8B715E3242B},,1.019.210,CIEP Alberto Pasqualine,10.5
312032,Escola Municipal Reverendo Álvaro Reis,"Estr. Adhemar Bebiano, 4.341",Engenho da Rainha,3,Escola Municipal,2593-8048,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10905&cmd=load,{80AF3DB6-3DAB-4AE0-BC10-1FFD69E61B0B},,312.032,EM Rever. Álvaro Reis,3.17
514002,Escola Municipal Cecília Meirelles,"Rua Soldado Servino Mengarda, 260",Vila Kosmos,5,Escola Municipal,3391-6355,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10913&cmd=load,{CAD71039-C29E-423F-8192-3365E4928F14},,514.002,EM Cecília Meirelles,5.1
