Designação,Nome,Endereço,Bairro,CRE,Atividade,Telefones,Link cartela,GlobalID,Data_Inauguracao,Designacao_num,Nome_abrev,Cod_microarea_SME
313030,Escola Municipal Pastor Miranda Pinto,"Pça. Avaí, S/Nº",Cachambi,3,Escola Municipal,2595-9066,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11828&cmd=load,{B1594220-8D0D-49E3-94D6-E89301CBA3E8},,313.030,EM Pastor Miranda Pinto,3.10
313031,Classe em Cooperação Nossa Senhora de Pompéia,"Rua Cirne Maia, 109",Cachambi,3,Escola Municipal,2595-8732,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11827&cmd=load,{00CCB4CB-2FE1-4608-8B9A-29373C0EB094},,313.031,Clas. em Coop. Nossa Senhora de Pompéia,3.10
313018,Escola Municipal Isabel Mendes,"Rua Joaquim Méier, 293",Meier,3,Escola Municipal,2269-8595,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11840&cmd=load,{44C4FABF-6F74-4E2B-AD25-BEF7CB15602D},,313.018,EM Isabel Mendes,3.4
313016,Escola Municipal Benevenuta Ribeiro,"Rua Felipe Cavalcanti, 10",Meier,3,Escola Municipal,2281-5819,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11842&cmd=load,{CC35CA4A-F762-4720-9CD1-D474347F937C},,313.016,EM Benevenuta Ribeiro,3.11
313007,Escola Municipal Sarmiento,"Rua Vinte e Quatro de Maio, 941",Engenho Novo,3,Escola Municipal,2581-9969,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11851&cmd=load,{3D24B92C-C961-4F51-BE8E-11C27EEF1ED0},,313.007,EM Sarmiento,3.2
313006,Escola Municipal Rio de Janeiro,"Rua Peçanha Da Silva, 165",Jacaré,3,Escola Municipal,2501-0504,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11852&cmd=load,{E5A3301F-AAA3-49DF-A7E8-734C4F98B5EB},,313.006,EM Rio de Janeiro,3.11
313026,Escola Municipal José Lins do Rego,"Rua Reginaldo Pardelha, S/Nº",Cachambi,3,Escola Municipal,2261-0903,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11832&cmd=load,{425586FA-D632-49CF-B24E-E2EDF98749BB},,313.026,EM José Lins do Rego,3.11
313001,Classe em Cooperação do 14o. DSUP,"Rua Dr. Garnier, 390 A",Rocha,3,Escola Municipal,2218-3824,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11857&cmd=load,{90BD9051-76D0-4BBB-8246-0AF3219AA4A6},,313.001,Clas. em Coop. do 14o. DSUP,3.1
313005,Escola Municipal Cesar Augusto Soares,"Rua Cadete Paim Pamplona, 50",Sampaio,3,Escola Municipal,2281-2096,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11853&cmd=load,{A926FB71-EB47-4428-8D09-32E2094BE1E6},,313.005,EM Cesar Augusto Soares,3.11
313021,Escola Municipal Francisco Jobim,"Rua Adriano, 310",Meier,3,Escola Municipal,2289-3482,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11837&cmd=load,{7F19AFBB-C04F-42BD-B83A-3D668FBB1282},,313.021,EM Francisco Jobim,3.4
313035,Escola Municipal Edgard Sussekind de Mendonça,"Rua Ana Leonídia, S/Nº",Engenho de Dentro,3,Escola Municipal,2289-4307,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11823&cmd=load,{F9541A71-6367-4BDF-B94D-85A8F8AB99CF},,313.035,EM Edgard Sussekind de Mendonça,3.6
313038,Escola Municipal Londres,"Rua Monsenhor Jerônimo, S/Nº",Engenho de Dentro,3,Escola Municipal,2595-5659,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11820&cmd=load,{858757E3-B875-4686-9144-AB6CC5204D98},,313.038,EM Londres,3.6
313051,Escola Municipal Alagoas,"Av. Dom Hélder Câmara, 6.742",Pilares,3,Escola Municipal,2269-8345,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11807&cmd=load,{224D389B-B9A7-4A3B-9204-90DD1794B6CF},,313.051,EM Alagoas,3.8
313037,Escola Municipal Augusto Frederico Schmidt,"Rua Mapurari, S/Nº",Engenho de Dentro,3,Escola Municipal,2595-5850,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11821&cmd=load,{A729251C-7166-424C-B9FC-75B7AA4327F4},,313.037,EM Augusto Frederico Schmidt,3.6
313041,Escola Municipal Tobias Barreto,"Rua Pompilio de Albuquerque, 62",Encantado,3,Escola Municipal,2596-5996,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11817&cmd=load,{5145875D-C47A-41C8-8B90-3D5B08AB8D52},,313.041,EM Tobias Barreto,3.7
313036,Escola Municipal Rio Grande do Sul,"Rua Adolfo Bergamini, 201",Engenho de Dentro,3,Escola Municipal,3272-9525,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11822&cmd=load,{85963078-3EDA-4675-A100-B141C70219D8},,313.036,EM Rio Grande do Sul,3.6
313048,Escola Municipal Sérvulo de Lima,"Rua Elias da Silva, 27",Piedade,3,Escola Municipal,2595-8877,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11810&cmd=load,{8F0B890D-EF8B-4BB4-8E79-CB226667DDCF},,313.048,EM Sérvulo de Lima,3.7
205003,Escola Municipal Doutor Cícero Penna,"Av. Atlântica, 1.976",Copacabana,2,Escola Municipal,2235-3124,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10812&cmd=load,{EE5A6097-4D1A-4B63-BBA0-0F0F6C281115},,205.003,EM Dr. Cícero Penna,2.3
313043,Escola Municipal Tagore,"Pça. Frederico Durval, S/Nº",Piedade,3,Escola Municipal,2289-0298,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11815&cmd=load,{BCA5814B-71AA-45BB-90A8-B829A6145878},,313.043,EM Tagore,3.8
313052,Escola Municipal Maranhão,"Av. João Ribeiro, 389",Pilares,3,Escola Municipal,2596-9038,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11806&cmd=load,{AEF1E0C3-55D8-45EE-9513-69FB5855621C},,313.052,EM Maranhão,3.9
411022,Escola Municipal Marcílio Dias,"Rua Emílio de Miranda, 99",Bráz de Pina,4,Escola Municipal,2482-9777,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11353&cmd=load,{C7524279-FF34-4876-887A-CC7CD3D35E82},,411.022,EM Marcílio Dias,4.20
205007,Escola Municipal Penedo,"Rua Raul Pompéia, 183",Copacabana,2,Escola Municipal,2287-4581,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10816&cmd=load,{CD27EA47-E209-4524-A32C-117935E817F0},,205.007,EM Penedo,2.4
205009,Escola Municipal Alencastro Guimarães,"Rua Toneleros, 21",Copacabana,2,Escola Municipal,2547-3709,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10818&cmd=load,{66D07935-8C78-4D5F-A4F4-E3D50667B812},,205.009,EM Alencastro Guimarães,2.3
205008,Escola Municipal Roma,"Av. N. Senhora de Copacabana, 165",Copacabana,2,Escola Municipal,2275-8398,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10817&cmd=load,{42142DBB-CDC8-4E60-8DB2-926EAF1C11DD},,205.008,EM Roma,2.3
206001,Escola Municipal Presidente José Linhares,"Rua Barão da Torre, 90",Ipanema,2,Escola Municipal,2247-5011,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10820&cmd=load,{BDC1BF2C-A52B-4B9C-8BE5-909678E11585},,206.001,EM Pres. José Linhares,2.4
1019036,Escola Municipal Doutor José Antônio Ciraudo,"Estrada da Paciência, S/Nº",Paciência,10,Escola Municipal,3409-9817,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11200&cmd=load,{F450D404-8DC6-49C0-B29B-C42409A3A477},,1.019.036,EM Dr. José Antônio Ciraudo,10.4
622012,Escola Municipal Professor Álvaro Espinheira,"Rua Nelson Meirelles Neto, S/Nº",Guadalupe,6,Escola Municipal,3106-2237,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11385&cmd=load,{4E8A8A31-D3C5-40AE-B135-5304F22254B3},,622.012,EM Prof° Álvaro Espinheira,6.15
622027,Escola Municipal Hildegardo de Noronha,"Rua Nagóia, S/Nº",Anchieta,6,Escola Municipal,2455-4351,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11400&cmd=load,{FB935581-CEB4-454C-9664-3AA6A55B5B65},,622.027,EM Hildegardo de Noronha,6.12
734006,Escola Municipal Frederico Eyer,"Rua Edgard Cavalheiro, 264",Cidade de Deus,7,Escola Municipal,3342-2068,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11930&cmd=load,{B6618B86-75F0-46D4-8197-8C93D17B4C16},,734.006,EM Frederico Eyer,7.14
716013,Escola Municipal Naturalista Augusto Ruschi,"Rua Soldado Luiz Gonzaga, S/Nº",Anil,7,Escola Municipal,2447-8360,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11450&cmd=load,{70861484-BBBD-4322-BFBF-CCECE12569C4},,716.013,EM Naturalista Augusto Ruschi,7.18
716010,Escola Municipal Maria Florinda Paiva da Cruz,"Rua Oscar Lopes, S/Nº",Anil,7,Escola Municipal,2447-6088,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11447&cmd=load,{C7DDD676-B0D9-452C-95BE-5BCAA2C3E9AC},,716.010,EM Mª Florinda Paiva da Cruz,7.18
1019002,Escola Municipal General Gomes Carneiro,"Av. Cesário de Melo, 14.065 - Cesarão",Santa Cruz,10,Escola Municipal,3395-1395,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11168&cmd=load,{3E1A13C6-AC13-4118-A517-9589246095FB},,1.019.002,EM Gal. Gomes Carneiro,10.15
1019003,Escola Municipal Professor Arthur Thire,"Rua Itatinga, S/Nº - Venda Varanda",Santa Cruz,10,Escola Municipal,3395-5683,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11169&cmd=load,{0C7DD1D2-2F72-46F8-924C-4A4EDFFC0AE2},,1.019.003,EM Prof° Arthur Thire,10.22
1019024,Escola Municipal Júlio Cesário de Melo,"Estr. de Sepetiba, 2.875",Sepetiba,10,Escola Municipal,3395-1545,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11188&cmd=load,{5C3EA2F2-8776-4942-9B03-AC9CBD9157AB},,1.019.024,EM Júlio Cesário de Melo,10.21
1019009,Escola Municipal Prefeito João Carlos Vital,"Rua Ferreira Nobre, 176",Santa Cruz,10,Escola Municipal,3395-1895,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11173&cmd=load,{73B639E3-1F62-4133-B791-2A33FAAED3A5},,1.019.009,EM Pref. João Carlos Vital,10.11
1019014,Escola Municipal Coronel Berthier,"Rua Tenente César, S/Nº - Base A - Santa Cruz",Santa Cruz,10,Escola Municipal,3395-1335,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11178&cmd=load,{97520564-0A94-4F4F-9C94-C4558E82E3A8},,1.019.014,EM Cel. Berthier,10.10
206014,Escola Especial Municipal Marly Fróes Peixoto,"Rua Jardim Botânico, 660 - Abbr",Jardim Botânico,2,Escola Especial Municipal,2294-5495,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10833&cmd=load,{8350B4F4-B908-4F93-BD0D-94A8B915B451},,206.014,E.E.M. Marly Fróes Peixoto,2.6
206011,Escola Municipal Shakespeare,"Rua Jardim Botânico, 563 - Fundos",Jardim Botânico,2,Escola Municipal,2294-6149,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10830&cmd=load,{884CFA51-1FDC-41CC-8199-491BC0079C96},,206.011,EM Shakespeare,2.6
312010,Escola Municipal Pace,"Av. Dom Hélder Câmara, 2.320",Maria da Graça,3,Escola Municipal,2290-3548,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11491&cmd=load,{510AEE85-91BA-4608-82FC-8FCC73895C60},,312.010,EM Pace,3.14
724011,Escola Municipal Vice Almirante Alvaro Alberto da Motta e Silva,"Av. Adolpho de Vasconcelos, 234",Barra da Tijuca,7,Escola Municipal,2498-0212,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11876&cmd=load,{9C8BF43F-A600-497C-AF29-D1290D63279C},,724.011,EM Vice Almte. Alvaro Alberto da Motta e Silva,7.30
204007,Escola Municipal Albert Schweitzer,"Rua General Glicério, 186",Laranjeiras,2,Escola Municipal,2225-1692,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10795&cmd=load,{AF7843B0-A49E-4175-9A48-3E86D88A0C9D},,204.007,EM Albert Schweitzer,2.2
411049,Escola Municipal Cantor e Compositor Gonzaguinha,"Rua Dalva de Oliveira, S/Nº",Penha Circular,4,Escola Municipal,2584-2523,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11326&cmd=load,{718B9C16-77F6-4C29-9CF6-14614888D2DD},,411.049,EM Cantor e Compositor Gonzaguinha,4.14
716072,Escola Municipal Madre Tereza de Calcutá,"Rua Caungula, 15",Jacarepagua,7,Escola Municipal,2427-0300,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11683&cmd=load,{6787C38C-B198-49C6-9C0D-AD2935A05B08},,716.072,EM Madre Tereza de Calcutá,7.12
1019056,Escola Municipal Professora Sonia Mota Molisani,"Estr. Santa Eugênia, S/Nº - Pça. 7 de Abril",Paciência,10,Escola Municipal,3314-5581,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11220&cmd=load,{C18B292C-7674-4D83-B47B-D748F706BA5B},,1.019.056,EM Profª Sonia Mota Molisani,10.18
411014,Escola Municipal João de Deus,"Pça. Almeida Garret, S/Nº",Penha Circular,4,Escola Municipal,2590-1041,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11361&cmd=load,{B56E9C61-FC96-4BBC-8253-AF1DB2C5DF46},,411.014,EM João de Deus,4.13
411015,Escola Municipal Suíça,"Pça. Antonio José de Almeida, S/Nº",Penha Circular,4,Escola Municipal,2260-6507,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11360&cmd=load,{B02CDC8F-7BA0-4397-8E97-00F557630AC4},,411.015,EM Suíça,4.14
107003,Escola Municipal Portugal,"Av. do Exército, 175",São Cristovão,1,Escola Municipal,2589-5956,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11463&cmd=load,{28ABF75A-8B2A-49DF-9A1F-5F81E0F64E24},,107.003,EM Portugal,1.4
208001,Escola Municipal Azevedo Sodré,"Rua Barão de Ubá, 331",Praça da Bandeira,2,Escola Municipal,2273-2794,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10845&cmd=load,{59152E62-64DA-476A-BA77-E8C07F174418},,208.001,EM Azevedo Sodré,2.15
431003,Escola Municipal Miguel Gustavo,"Rua Minduri, S/Nº",Bráz de Pina,4,Escola Municipal,3391-6307,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11349&cmd=load,{DEBD7F61-5983-4B14-85E0-3E64FF93479D},,431.003,EM Miguel Gustavo,4.20
431008,Escola Municipal Odilon Braga,"Pça. Laguna, S/Nº",Cordovil,4,Escola Municipal,3391-1702,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11342&cmd=load,{207D66EF-5C92-4218-9215-C37F0324BB7C},,431.008,EM Odilon Braga,4.21
431004,Escola Municipal Alfredo Gomes,"Rua Ten. Palestrina, 538",Cordovil,4,Escola Municipal,3137-7566,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11346&cmd=load,{F823F979-B37C-4235-ADB0-8BE800745FA8},,431.004,EM Alfredo Gomes,4.21
431009,Escola Municipal Roraima,"Estrada Porto Velho, 50",Cordovil,4,Escola Municipal,2485-1140,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11341&cmd=load,{0D14E924-10C2-4A43-8758-08274C1E8AE9},,431.009,EM Roraima,4.22
431015,Escola Municipal Joseph Bloch,"Rua Álvaro de Macedo, 77",Parada de Lucas,4,Escola Municipal,3391-5080,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11334&cmd=load,{27C46751-5AEA-4573-AEC0-0301AC8FA094},,431.015,EM Joseph Bloch,4.21
431010,Escola Municipal Armando Fajardo,"Rua Cinco Rios,46 - Cidade Alta",Cordovil,4,Escola Municipal,2485-1422,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11340&cmd=load,{CB2430FA-3E9E-4FE8-A084-3D2A2C25A816},,431.010,EM Armando Fajardo,4.22
431013,Escola Municipal Montese,"Rua Mar Grande, 315 - Cidade Alta",Cordovil,4,Escola Municipal,2485-2200,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11336&cmd=load,{05087353-90AE-4AA7-A367-22F11C5EF74F},,431.013,EM Montese,4.22
1019020,Escola Municipal Professora Maria Santiago,"Rua Felipe Cardoso, S/Nº",Santa Cruz,10,Escola Municipal,3395-5743,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11184&cmd=load,{683358E0-6500-4C3E-9AF5-EA7C3A61AED5},,1.019.020,EM Profª Mª Santiago,10.13
1019011,Escola Municipal Ronald de Carvalho,"Estr. Victor Dumas, 1.696",Santa Cruz,10,Escola Municipal,3395-1385,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11175&cmd=load,{2B379C87-CF97-43FB-8F42-C6647E36BD0C},,1.019.011,EM Ronald de Carvalho,10.11
1019010,Escola Municipal José de Mello,"Praça da Legalidade, S/Nº",Santa Cruz,10,Escola Municipal,3395-1325,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11174&cmd=load,{4A31FB18-D19D-41F9-A7BB-658BD788FE87},,1.019.010,EM José de Mello,10.11
1019050,Escola Municipal Roberto Coelho,"Rua Biotina, 21 - Conj. Reta do Rio Grande",Santa Cruz,10,Escola Municipal,3395-3035,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11214&cmd=load,{91EA2D4D-6EDA-436B-84FE-76D5A4911C44},,1.019.050,EM Roberto Coelho,10.8
716027,Escola Municipal 25 de Abril,"Rua Mamoré, 78",Freguesia (Jacarepaguá),7,Escola Municipal,3392-3975,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11454&cmd=load,{D8719A9A-2544-476D-8CA9-C73793C154EB},,716.027,EM 25 de Abril,7.7
716029,Escola Municipal Virgilio Várzea,"Rua José Silva, 155",Pechincha,7,Escola Municipal,3392-0952,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11456&cmd=load,{29C82D7C-BDFA-4AE1-995F-AFCF266CD542},,716.029,EM Virgilio Várzea,7.6
716030,Escola Municipal Juliano Moreira,"Rua Ministro Gabriel de Piza, 544",Pechincha,7,Escola Municipal,2445-3905,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11457&cmd=load,{453A106E-A58C-4A86-8F72-675734AA87FF},,716.030,EM Juliano Moreira,7.14
716031,Escola Municipal General João Mendonça Lima,"Rua Alberto Pasqualine, 455",Pechincha,7,Escola Municipal,3392-2163,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11458&cmd=load,{CE8364CE-5677-4D0A-912A-6DE0E2A6617C},,716.031,EM Gal. João Mendonça Lima,7.6
734002,Escola Municipal Professoranda Leila Barcellos de Carvalho,"Rua Jesse, 77",Cidade de Deus,7,Escola Municipal,2445-3775,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11926&cmd=load,{A61ED8FB-1D32-450C-B23C-AC5E76A9A396},,734.002,EM Professoranda Leila Barcellos de Carvalho,7.15
716037,Escola Municipal Julio Verne,"Rua do Radialista, 196",Taquara,7,Escola Municipal,3392-3575,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11633&cmd=load,{EC1DFDF1-5995-43D9-A1AD-4B0072353018},,716.037,EM Julio Verne,7.5
716008,Escola Municipal Mano Décio da Viola,"Rua Zumba, S/Nº Lot. IV Centenário",Jacarepagua,7,Escola Municipal,2445-7565,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11445&cmd=load,{FE8FF98B-7022-4CF8-BF56-55FE64A218A1},,716.008,EM Mano Décio da Viola,7.12
716042,Escola Municipal Marechal Thaumaturgo de Azevedo,"Rua Salinópolis, 191",Taquara,7,Escola Municipal,2440-7835,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11638&cmd=load,{D4250DCC-1105-47A9-95FC-F13178F2245F},,716.042,EM Mal. Thaumaturgo de Azevedo,7.10
716038,Escola Municipal Pedro Américo,"Pça. Sentinela, 12",Taquara,7,Escola Municipal,2446-3688,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11634&cmd=load,{6022D110-F0DC-4FFE-A874-3A076769D271},,716.038,EM Pedro Américo,7.10
734003,Escola Municipal Avertano Rocha,"Rua Rebouças, 97",Cidade de Deus,7,Escola Municipal,2445-2472,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11927&cmd=load,{5C69227E-8793-4260-B831-A0D342A75B76},,734.003,EM Avertano Rocha,7.14
204018,Escola Municipal Estácio de Sá,"Pça. Tenente-Coronel Siqueira, 22",Urca,2,Escola Municipal,2295-6745,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11251&cmd=load,{DA82DD30-A6B7-40C5-BAB0-63C4C2934748},,204.018,EM Estácio de Sá,2.1
431016,Classe em Cooperação Cruzada São Sebastião,"Rua da Democracia, 31",Parada de Lucas,4,Escola Municipal,2485-3999,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11333&cmd=load,{9E5DC1EB-DEAE-425B-9CB3-1E063C54FF1F},,431.016,Clas. em Coop. Cruzada São Sebastião,4.23
622011,Escola Municipal Professor Zituo Yoneshigue,"Rua Moraes Pinheiro, 1.140",Ricardo de Albuquerque,6,Escola Municipal,2455-2922,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11384&cmd=load,{D987A02F-6758-4854-A631-AF4B3DC3AF90},,622.011,EM Prof° Zituo Yoneshigue,6.13
716011,Escola Municipal Marechal Canrobert Pereira da Costa,"Estr. Engenho d'Água, S/Nº",Anil,7,Escola Municipal,2447-7497,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11448&cmd=load,{27F8F575-6B54-4050-9015-83C03F421F5D},,716.011,EM Mal. Canrobert Pereira da Costa,7.18
716012,Escola Municipal Victor Hugo,"Rua Dom Casmurro, S/Nº",Anil,7,Escola Municipal,2447-7909,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11449&cmd=load,{22650FD5-5A40-4C69-8BC0-D155F34D980A},,716.012,EM Victor Hugo,7.18
734005,Escola Municipal Alphonsus de Guimaraens,"Rua Edgard Werneck, 1.625",Cidade de Deus,7,Escola Municipal,2443-2198,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11929&cmd=load,{C4B26B02-D4B4-4F81-A3E7-92C3B90F9C9E},,734.005,EM Alphonsus de Guimaraens,7.14
734010,Escola Municipal Pedro Aleixo,"Pça. da Bíblia, S/Nº",Cidade de Deus,7,Escola Municipal,2445-4504,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11934&cmd=load,{9FCB9637-B537-4E81-A02C-C7E0DD17D705},,734.010,EM Pedro Aleixo,7.16
716033,Escola Municipal Rio das Pedras,"Rua Eng. Sousa Filho, S/Nº",Jacarepagua,7,Escola Municipal,2447-7318,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11460&cmd=load,{B8A4CF56-4F8A-404D-938D-AA63062E2DF1},30/12/2012 22:00,716.033,EM Rio das Pedras,7.22
716036,Escola Municipal Lincoln Bicalho Roque,"Rua Iperó, S/Nº",Curicica,7,Escola Municipal,3342-9931,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11631&cmd=load,{30A247DF-8C4F-41DA-9EC3-AA27A9526F9A},,716.036,EM Lincoln Bicalho Roque,7.11
716053,Escola Municipal Professora Dyla Sylvia de Sá,"Rua Alm. Paulo Moreira da Silva, 299",Taquara,7,Escola Municipal,2445-7531,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11652&cmd=load,{80444069-B029-49C8-A4C8-8BCCE29E8EC8},,716.053,EM Profª Dyla Sylvia de Sá,7.14
716039,Escola Municipal Vítor Meireles,"Rua Joaquim Inácio Filho, 29",Taquara,7,Escola Municipal,2445-2135,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11635&cmd=load,{951455E6-A3F3-4252-8D44-8744DE08C9D2},,716.039,EM Vítor Meireles,7.13
514021,Escola Municipal Nun' Álvares Pereira,"Rua Beira Alta, S/Nº - Q. 4 Iapc",Irajá,5,Escola Municipal,3373-1548,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10932&cmd=load,{42D1D1C0-64B6-4D67-80B4-F8C99451C531},,514.021,EM Nun' Álvares Pereira,5.3
716040,Escola Municipal Eunice Weaver,"Rua da Tribuna, 47",Taquara,7,Escola Municipal,2446-6995,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11636&cmd=load,{BCE66216-3B3C-42E2-B6AC-95FAE6F42125},,716.040,EM Eunice Weaver,7.10
716041,Escola Municipal Barão da Taquara,"Av. Nelson Cardoso, 1.221",Taquara,7,Escola Municipal,2423-3326,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11637&cmd=load,{740617D8-6D72-45F7-896B-AB47C266024C},,716.041,EM Barão da Taquara,7.5
716047,Escola Municipal Governador Carlos Lacerda,"Rua Nacional, 320",Taquara,7,Escola Municipal,2445-3165,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11645&cmd=load,{1B561DBA-9D3F-4FD9-9EE0-042ACCF29592},,716.047,EM Governador Carlos Lacerda,7.13
716055,Escola Municipal Maestro Lorenzo Fernandes,"Rua São Calixto, 179",Tanque,7,Escola Municipal,2423-1808,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11654&cmd=load,{2A7F60D9-C1EC-4F21-9D51-38FE0B86B7D3},,716.055,EM Maestro Lorenzo Fernandes,7.5
